,count_id,volume,cl_node_id,location,traffic_id,type,file,OBJECTID,ASSETID,CL_NODE_ID,LAT,LON,FROM_ST,TO_ST,SIG,TRANSITSTOP,RIDERSHIP,SCH_CT,EMPTOT,SUM_POPTTL
779,9148,222,36189,LAUREL CANYON BLVD at SHELDON ST,2157,manual,LAURELCANYON.SHELDON.170315-NDSMAN.PDF,26951.0,136712.0,36189.0,34.23198162,-118.4037288,LAUREL CANYON BLVD,SHELDON ST,1.0,1.0,93.0,0,385.3276305,1809.542991
780,9178,27,36437,LA TUNA CANYON ROAD at LEDGE AVE,2164,manual,LATLED081212.PDF,1842.0,98252.0,36437.0,34.23398031,-118.35734950000001,LA TUNA CANYON ROAD,LEDGE AVE,0.0,0.0,,1,39.2272097,141.6630461
781,9183,81,36496,GLENOAKS BLVD at SHELDON ST,2166,manual,GLENOAKS.SHELDON.170315-NDSMAN.PDF,27011.0,136797.0,36496.0,34.24643877,-118.38394840000002,GLENOAKS BLVD,SHELDON ST,1.0,2.0,39.0,0,474.0203284,78.76711848
782,9207,68,36602,DORA ST at GLENOAKS BLVD,2175,manual,36602_GLENOAKS.SUNLAND07.PDF,13366.0,115811.0,36602.0,34.22992039,-118.36647479999999,GLENOAKS BLVD,SUNLAND BLVD,1.0,1.0,80.0,1,514.7530909,1050.37335
783,9215,114,36603,GLENOAKS BLVD at HELEN AVE,2176,manual,36603_GLENOAKS.HELEN07.PDF,22496.0,129870.0,36603.0,34.22870288,-118.365326,GLENOAKS BLVD,VINEDALE ST,1.0,0.0,,0,386.41478650000005,1338.481246
784,9216,867,36603,GLENOAKS BLVD at HELEN AVE,2176,manual,36603_GLENOAKS.VINEDALE07.PDF,22496.0,129870.0,36603.0,34.22870288,-118.365326,GLENOAKS BLVD,VINEDALE ST,1.0,0.0,,0,386.41478650000005,1338.481246
785,9230,65,36656,RINALDI ST at CORBIN AVE,2179,manual,CORRIN06.PDF,27029.0,136824.0,36656.0,34.27481874,-118.5621148,CORBIN AVE,RINALDI ST,1.0,0.0,,0,291.21124560000004,832.030846
786,9231,0,36656,RINALDI ST at CORBIN AVE,2179,manual,CORRIN100105.PDF,27029.0,136824.0,36656.0,34.27481874,-118.5621148,CORBIN AVE,RINALDI ST,1.0,0.0,,0,291.21124560000004,832.030846
787,9242,21,36785,DE SOTO AVE at CHATSWORTH ST,2182,manual,36785_CHATSWORTH.DESOTO09.PDF,36382.0,151035.0,36785.0,34.26450194,-118.58857569999999,CHATSWORTH ST,DE SOTO AVE,1.0,0.0,,1,194.03316850000002,853.4648846000001
788,9247,13,36786,DE SOTO AVE at SAN JOSE ST,2183,manual,DESSAN07 (2).PDF,34071.0,147524.0,36786.0,34.260872799999994,-118.5885706,DE SOTO AVE,SAN JOSE ST,0.0,0.0,,1,274.7294675,861.2027742999999
789,9248,10,36786,DE SOTO AVE at SAN JOSE ST,2183,manual,36786_DE SOTO.SAN JOSE207.PDF,34071.0,147524.0,36786.0,34.260872799999994,-118.5885706,DE SOTO AVE,SAN JOSE ST,0.0,0.0,,1,274.7294675,861.2027742999999
790,9260,0,36821,RINALDI ST at TAMPA AVE,2185,manual,36821_RINALDI.TAMPA09.PDF,34073.0,147526.0,36821.0,34.27473089,-118.5565443,RINALDI ST,TAMPA AVE,1.0,1.0,38.0,0,222.96202030000003,896.3826434
791,9271,11,36927,DE SOTO AVE at RINALDI ST,2188,manual,36927_DESOTO.RINALDI09.PDF,6496.0,105424.0,36927.0,34.27000893,-118.5885848,DE SOTO AVE,RINALDI ST,1.0,0.0,,1,99.38456234,765.4077715
792,9288,78,37003,FOOTHILL BLVD at OSBORNE ST,2191,manual,FOOTHILL.OSBORNE.151013-MAN.PDF,27104.0,136915.0,37003.0,34.27602036,-118.37832140000002,FOOTHILL BLVD,OSBORNE ST,1.0,1.0,32.0,0,43.60872668,864.3016232000001
793,9308,181,16423,COLORADO BLVD at EL RIO AVE,2195,manual,COLORADO.ELRIO.130425.MAN.PDF,12365.0,114502.0,16423.0,34.13950968,-118.21630149999999,COLORADO BLVD,EL RIO AVE,0.0,1.0,49.0,1,761.4802612999999,1746.2108039999998
794,9309,455,2428,CENTRAL AVE at 105TH ST,2196,manual,105TH.CENTRAL.130130-MAN.PDF,34707.0,148851.0,2428.0,33.9409797,-118.25413600000002,105TH ST,CENTRAL AVE,0.0,2.0,85.0,0,208.2285424,2323.523055
795,9310,180,2428,CENTRAL AVE at 105TH ST,2196,manual,CENTRAL.105TH.151115-NDSMAN.PDF,34707.0,148851.0,2428.0,33.9409797,-118.25413600000002,105TH ST,CENTRAL AVE,0.0,2.0,85.0,0,208.2285424,2323.523055
796,9314,245,2417,CENTRAL AVE at 104TH ST,2197,manual,104TH.CENTRAL.130201-MAN.PDF,32363.0,145352.0,2417.0,33.94187195,-118.25412560000001,104TH ST,CENTRAL AVE,0.0,0.0,,0,169.92326459999998,2070.6489920000004
797,9318,5,3138,ANAHEIM ST at PALOS VERDES DR NORTH,2199,manual,ANAGAF07.PDF,32400.0,145395.0,3138.0,33.78207974,-118.2974923,ANAHEIM ST,PALOS VERDES DR NORTH,1.0,0.0,,0,1014.356084,761.0476454
798,9319,34,3138,ANAHEIM ST at PALOS VERDES DR NORTH,2199,manual,ANAPAL07.PDF,32400.0,145395.0,3138.0,33.78207974,-118.2974923,ANAHEIM ST,PALOS VERDES DR NORTH,1.0,0.0,,0,1014.356084,761.0476454
799,9327,43,27386,VENTURA BLVD at BERRY DR,2200,manual,BERRY.VENTURA.130508.MAN.PDF,1200.0,97459.0,27386.0,34.13965966,-118.3817163,BERRY DR,VENTURA BLVD,0.0,1.0,20.0,0,720.331804,1342.229859
800,9328,971,15128,SAN FERNANDO ROAD NORTHEAST ROADWAY at DIVISION ST,2201,manual,DIVISION.SANFERNANDO.130510.MAN.PDF,30439.0,142294.0,15128.0,34.10220916,-118.2370689,DIVISION ST,SAN FERNANDO ROAD NORTHEAST ROADWAY,1.0,1.0,198.0,1,820.818244,1762.222634
801,9335,160,6515,LA BREA AVE at SYCAMORE AVE,2203,manual,LABREA.SYCAMORE.130508.MAN.PDF,23284.0,131462.0,6515.0,34.05610924,-118.3448338,LA BREA AVE,SYCAMORE AVE,0.0,0.0,,2,513.0296188,2096.51197
802,9337,380,6351,"HOOVER ST AT MARTIN LUTHER KING, JR BLVD",2204,manual,HOOVER.MLK.150611-NDSMAN.PDF,7227.0,106889.0,6351.0,34.01107188,-118.2872267,HOOVER ST,"MARTIN LUTHER KING, JR BLVD",1.0,1.0,133.0,0,810.4925622000001,3755.7706
803,9347,298,6443,8TH ST at FAIRFAX AVE,2209,manual,FAI8TH081112.PDF,2662.0,99851.0,6443.0,34.061027,-118.3623751,8TH ST,DEL VALLE DR,1.0,1.0,15.0,2,3599.836868,1909.121867
804,9354,107,6471,9TH ST at DETROIT ST,2212,manual,9TH.DETROIT.130619-MAN.PDF,34842.0,149039.0,6471.0,34.05889759,-118.34644890000001,9TH ST,DETROIT ST,0.0,0.0,,3,735.6931779,2354.581584
805,9361,757,6505,LA BREA AVE AT OLYMPIC BLVD,2214,manual,6505_LA BREA.OLYPIC07.PDF,25503.0,134864.0,6505.0,34.05721425,-118.3458933,LA BREA AVE,OLYMPIC BLVD,1.0,3.0,932.0,2,600.8806929,2141.977636
806,9373,0,6523,PICO BLVD AT WETHERLY DR,2216,manual,6523_PICWET070424.PDF,25505.0,134866.0,6523.0,34.05526507,-118.3888591,PICO BLVD,WETHERLY DR,0.0,0.0,,1,2743.782521,2245.782056
807,9385,1139,6579,FAIRFAX AVE at PICO BLVD,2221,manual,6579_FAIRFAX.PICO07.PDF,34852.0,149050.0,6579.0,34.05150217,-118.3666395,FAIRFAX AVE,PICO BLVD,1.0,2.0,1365.0,0,577.209886,3002.678805
808,9386,1076,6579,FAIRFAX AVE at PICO BLVD,2221,manual,FAIPIC080819.PDF,34852.0,149050.0,6579.0,34.05150217,-118.3666395,FAIRFAX AVE,PICO BLVD,1.0,2.0,1365.0,0,577.209886,3002.678805
809,9392,266,6580,FAIRFAX AVE at PACKARD ST,2222,manual,6580_FAIFAX.PACKARD07.PDF,9575.0,110399.0,6580.0,34.05337841,-118.36603190000001,FAIRFAX AVE,PACKARD ST,0.0,2.0,60.0,0,501.64796789999997,2878.767231
810,9399,38,6609,FAIRFAX AVE at SATURN ST,2223,manual,15-5232-025 FAIRFAX AVE & SATURN ST LADOT.PDF,4938.0,103424.0,6609.0,34.04966241,-118.36698659999999,FAIRFAX AVE,SATURN ST,0.0,2.0,63.0,0,614.0755793,2878.660515
811,9402,308,6628,HAUSER BLVD at PICO BLVD,2225,manual,HAUPIC080829.PDF,302.0,96347.0,6628.0,34.04870085,-118.3568737,HAUSER BLVD,PICO BLVD,1.0,1.0,101.0,2,384.1895941,3310.806955
812,9409,55,6650,FAIRFAX AVE at PICKFORD ST,2226,manual,FAIRFAX.PICKFORD.151201-NDSMAN.PDF,18770.0,124474.0,6650.0,34.04758365,-118.3675597,FAIRFAX AVE,PICKFORD ST,0.0,2.0,50.0,1,545.4930776000001,2532.471496
813,9410,47,6650,FAIRFAX AVE at PICKFORD ST,2226,manual,FAIRFAX.PICKFORD.170228-NDSMAN.PDF,18770.0,124474.0,6650.0,34.04758365,-118.3675597,FAIRFAX AVE,PICKFORD ST,0.0,2.0,50.0,1,545.4930776000001,2532.471496
814,9419,223,6662,DUNSMUIR AVE at PICO BLVD,2228,manual,6662_DUNSMUIR.PICO110201.PDF,14200.0,117413.0,6662.0,34.04831111,-118.3537449,DUNSMUIR AVE,PICO BLVD,0.0,0.0,,4,485.34973679999996,3224.211738
815,9455,0,6773,LA CIENEGA AVE AT SOUTH VENICE BLVD,2234,manual,LACIENEGA.VENICE.150415-WILMAN.PDF,11891.0,113877.0,6773.0,34.03502169,-118.37790940000001,LA CIENEGA AVE,LA CIENEGA BLVD,1.0,1.0,160.0,1,456.01444749999996,2284.94064
816,9456,0,6773,LA CIENEGA AVE AT SOUTH VENICE BLVD,2234,manual,LACIENEGA.VENICE.150416-WILMAN.PDF,11891.0,113877.0,6773.0,34.03502169,-118.37790940000001,LA CIENEGA AVE,LA CIENEGA BLVD,1.0,1.0,160.0,1,456.01444749999996,2284.94064
817,9457,0,6773,LA CIENEGA AVE AT SOUTH VENICE BLVD,2234,manual,LACIENEGA.VENICE.110504-MAN.PDF,11891.0,113877.0,6773.0,34.03502169,-118.37790940000001,LA CIENEGA AVE,LA CIENEGA BLVD,1.0,1.0,160.0,1,456.01444749999996,2284.94064
818,9458,0,6773,LA CIENEGA AVE AT SOUTH VENICE BLVD,2234,manual,LACIENEGA.VENICE.110503-MAN.PDF,11891.0,113877.0,6773.0,34.03502169,-118.37790940000001,LA CIENEGA AVE,LA CIENEGA BLVD,1.0,1.0,160.0,1,456.01444749999996,2284.94064
819,9459,280,6773,LA CIENEGA AVE AT SOUTH VENICE BLVD,2234,manual,LACIENEGA.VENICE.130521-MAN-NDS.PDF,11891.0,113877.0,6773.0,34.03502169,-118.37790940000001,LA CIENEGA AVE,LA CIENEGA BLVD,1.0,1.0,160.0,1,456.01444749999996,2284.94064
820,9460,280,6773,LA CIENEGA AVE AT SOUTH VENICE BLVD,2234,manual,LACIENEGA.VENICE.130522-MAN-NDS.PDF,11891.0,113877.0,6773.0,34.03502169,-118.37790940000001,LA CIENEGA AVE,LA CIENEGA BLVD,1.0,1.0,160.0,1,456.01444749999996,2284.94064
821,9500,399,6844,8TH ST at LA BREA AVE,2239,manual,LABREA.8TH.170228-NDSMAN.PDF,369.0,96412.0,6844.0,34.060522399999996,-118.3446614,8TH ST,LA BREA AVE,1.0,2.0,67.0,2,1000.370683,2611.7386850000003
822,9501,392,6844,8TH ST at LA BREA AVE,2239,manual,LAB8TH081029.PDF,369.0,96412.0,6844.0,34.060522399999996,-118.3446614,8TH ST,LA BREA AVE,1.0,2.0,67.0,2,1000.370683,2611.7386850000003
823,9502,205,6844,8TH ST at LA BREA AVE,2239,manual,LAB8ST06.PDF,369.0,96412.0,6844.0,34.060522399999996,-118.3446614,8TH ST,LA BREA AVE,1.0,2.0,67.0,2,1000.370683,2611.7386850000003
824,9509,464,6861,FAIRFAX AVE at WHITWORTH DR,2243,manual,6861_FAIFAX.WHITWORTH07.PDF,7292.0,106971.0,6861.0,34.05575996,-118.36493440000001,FAIRFAX AVE,WHITWORTH DR,1.0,2.0,127.0,0,906.726923,2572.0662859999998
825,9512,0,6864,PICO BLVD AT LIVONIA AVE,2244,manual,6864_LIVPIC070424.PDF,11953.0,113961.0,6864.0,34.05527216,-118.38634979999999,LIVONIA AVE,PICO BLVD,1.0,2.0,30.0,2,2798.8273870000003,2394.897693
826,9529,118,6890,12TH ST at LA BREA AVE,2249,manual,LABREA.12TH.161117.MIO.PDF,30238.0,142042.0,6890.0,34.0533732,-118.3436044,12TH ST,LA BREA AVE,0.0,0.0,,0,454.12151900000003,2148.1019699999997
827,9547,112,6912,HAYWORTH AVE at PICO BLVD,2253,manual,6912_HAYWORTH.PICO07.PDF,40307.0,145603.0,6912.0,34.05166469,-118.3674846,HAYWORTH AVE,PICO BLVD,0.0,0.0,,0,547.1656536,3112.944082
828,9565,180,6996,LA BREA AVE at PICKFORD ST,2260,manual,LABREA.PICKFORD.170228-NDSMAN.PDF,4967.0,103455.0,6996.0,34.04241486,-118.3467156,LA BREA AVE,PICKFORD ST,0.0,2.0,96.0,1,586.7021702999999,3977.416931
829,9575,1118,7023,LA BREA AVE AT WASHINGTON BLVD,2263,manual,LABWAS06 (2).PDF,4968.0,103456.0,7023.0,34.04037717,-118.34749479999999,LA BREA AVE,WASHINGTON BLVD,1.0,3.0,1341.0,1,491.00654199999997,3653.329632
830,9616,597,7188,FAIRFAX AVE AT OLYMPIC BLVD,2274,manual,7188_FAIFAX.OLYMPIC07.PDF,32586.0,145635.0,7188.0,34.05818281,-118.36381809999999,FAIRFAX AVE,OLYMPIC BLVD,1.0,2.0,575.0,1,2465.631373,2087.1267510000002
831,9623,1540,7193,LA BREA AVE at PICO BLVD,2275,manual,LABPIC07.PDF,2717.0,99915.0,7193.0,34.04787293,-118.3446377,LA BREA AVE,PICO BLVD,1.0,3.0,1846.0,0,962.428882,2405.676864
832,9629,480,7220,SAWYER ST AT LA CIENEGA BLVD,2276,manual,LACIENEGA.SAWYER.170228-NDSMAN.PDF,32588.0,145637.0,7220.0,34.04255128,-118.376395,LA CIENEGA BLVD,SAWYER ST,1.0,1.0,119.0,0,920.7350560000001,2589.0281170000003
833,9633,92,7221,FAIRFAX AVE at SAWYER ST,2277,manual,FAIRFAX.SAWYER.170228-NDSMAN.PDF,27936.0,138516.0,7221.0,34.04124896,-118.3699605,FAIRFAX AVE,SAWYER ST,0.0,0.0,,0,351.15481669999997,1323.23169
834,9652,3815,7304,VERMONT AVE AT OLYMPIC BLVD,2289,manual,7304_OLYMPIC.VERMONT07.PDF,32594.0,145644.0,7304.0,34.05253865,-118.2916117,OLYMPIC BLVD,VERMONT AVE,1.0,5.0,5210.0,2,1591.3620210000001,8008.400436
835,9665,1388,7314,NORMANDIE AVE AT OLYMPIC BLVD,2291,manual,NOROLY06.PDF,9615.0,110456.0,7314.0,34.05262394,-118.3000159,NORMANDIE AVE,OLYMPIC BLVD,1.0,2.0,1412.0,0,781.8268275,6986.749198
836,9677,2064,7335,NORMANDIE AVE AT PICO BLVD,2293,manual,NORPIC080916.PDF,38708.0,110458.0,7335.0,34.04722784,-118.2999672,NORMANDIE AVE,PICO BLVD,1.0,1.0,481.0,2,401.2254177,4611.488357
837,9678,1505,7335,NORMANDIE AVE AT PICO BLVD,2293,manual,NORPIC06.PDF,38708.0,110458.0,7335.0,34.04722784,-118.2999672,NORMANDIE AVE,PICO BLVD,1.0,1.0,481.0,2,401.2254177,4611.488357
838,9686,3067,7365,WESTERN AVE AT VENICE BLVD,2294,manual,WESTERN.VENICE.170209-NDSMAN.PDF,25534.0,134899.0,7365.0,34.04356717,-118.3090163,VENICE BLVD,WESTERN AVE,1.0,0.0,,2,898.6520962000001,5477.980229
839,9705,1508,7382,WASHINGTON BLVD AT WESTERN AVE,2296,manual,WASHINGTON.WESTERN.140424-MAN.PDF,16512.0,121037.0,7382.0,34.03993855,-118.30899939999999,WASHINGTON BLVD,WESTERN AVE,1.0,5.0,1933.0,0,727.8790589,3574.736003
840,9746,166,7445,KENISTON AVE at OLYMPIC BLVD,2307,manual,KENOLY080201.PDF,23370.0,131548.0,7445.0,34.05699436,-118.3361272,KENISTON AVE,OLYMPIC BLVD,0.0,2.0,33.0,1,446.7118971,1723.9620719999998
841,9747,63,7445,KENISTON AVE at OLYMPIC BLVD,2307,manual,KENISTON.OLYMPIC.131015-MAN.PDF,23370.0,131548.0,7445.0,34.05699436,-118.3361272,KENISTON AVE,OLYMPIC BLVD,0.0,2.0,33.0,1,446.7118971,1723.9620719999998
842,9749,498,7452,JAMES M. WOOD BLVD at NEW HAMPSHIRE AVE,2308,manual,JAMESMWOOD.NEWHAMPSHIRE.130626-MAN.PDF,16562.0,121101.0,7452.0,34.05593404,-118.2928754,JAMES M. WOOD BLVD,NEW HAMPSHIRE AVE,0.0,1.0,15.0,1,2248.819959,10250.16406
843,9762,663,7477,EDGEWOOD PL at RIMPAU BLVD,2313,manual,EDGRIM07.PDF,30287.0,142113.0,7477.0,34.05443894,-118.33470659999999,EDGEWOOD PL,RIMPAU BLVD,0.0,0.0,,1,607.7814432,2340.490763
844,9770,176,7491,IROLO ST at NORMANDIE AVE,2315,manual,IRONOR06.PDF,34948.0,149166.0,7491.0,34.05325317,-118.30026000000001,IROLO ST,NORMANDIE AVE,0.0,0.0,,0,855.1570792000001,7675.930345000001
845,9771,3292,7498,OLYMPIC BLVD AT WESTERN AVE,2316,manual,7498_OLYMPIC.WESTERN07.PDF,5015.0,103517.0,7498.0,34.05263466,-118.30905290000001,OLYMPIC BLVD,WESTERN AVE,1.0,5.0,2907.0,1,1030.885888,5181.38609
846,9806,674,7595,HOBART BLVD at PICO BLVD,2326,manual,HOBPIC07.PDF,23375.0,131554.0,7595.0,34.04720696,-118.30521780000001,HOBART BLVD,PICO BLVD,1.0,0.0,,2,460.71031289999996,5039.177266
847,9827,798,7631,CRENSHAW BLVD AT VENICE BLVD,2332,manual,CRENSHAW.VENICE.170621-MIOMAN.PDF,32631.0,145695.0,7631.0,34.04468399,-118.3284176,CRENSHAW BLVD,VENICE BLVD,1.0,2.0,1341.0,2,410.8925338,2534.6189280000003
848,9828,963,7631,CRENSHAW BLVD AT VENICE BLVD,2332,manual,CRENSHAW.VENICE.171031-NDSMAN.PDF,32631.0,145695.0,7631.0,34.04468399,-118.3284176,CRENSHAW BLVD,VENICE BLVD,1.0,2.0,1341.0,2,410.8925338,2534.6189280000003
849,9829,1397,7631,CRENSHAW BLVD AT VENICE BLVD,2332,manual,CRENSHAW.VENICE.110707-MAN.PDF,32631.0,145695.0,7631.0,34.04468399,-118.3284176,CRENSHAW BLVD,VENICE BLVD,1.0,2.0,1341.0,2,410.8925338,2534.6189280000003
850,9838,2952,7634,VERMONT AVE AT VENICE BLVD,2333,manual,VENICE.VERMONT.110817-MAN.PDF,9663.0,110516.0,7634.0,34.04423464,-118.2915886,VENICE BLVD,VERMONT AVE,1.0,2.0,2446.0,1,834.2156457000001,4102.594967
851,9884,35,37546,GLADSTONE AVE at MACLAY ST,2351,manual,GLAMAC080506.PDF,11009.0,112240.0,37546.0,34.30088333,-118.417239,GLADSTONE AVE,MACLAY ST,0.0,0.0,,0,190.3144063,1643.392584
852,9891,141,37568,FOOTHILL BLVD AT MACLAY ST,2353,manual,FOOTHILL.MACLAY.110308-MAN.PDF,36271.0,150891.0,37568.0,34.29849251,-118.4205084,FOOTHILL BLVD,MACLAY ST,1.0,2.0,37.0,0,430.42452099999997,2011.4836899999998
853,9893,141,37568,FOOTHILL BLVD AT MACLAY ST,2353,manual,37568_FOOTHILL.MACLAY110308.PDF,36271.0,150891.0,37568.0,34.29849251,-118.4205084,FOOTHILL BLVD,MACLAY ST,1.0,2.0,37.0,0,430.42452099999997,2011.4836899999998
854,9898,74,37609,HUBBARD ST at KISMET AVE,2354,manual,15-5232-089 HUBBARD ST & KISMET AVE LADOT.PDF,1791.0,98189.0,37609.0,34.31407204,-118.4228321,HUBBARD ST,KISMET AVE,0.0,0.0,,2,306.1209145,1299.939474
855,9900,293,37737,ROSCOE BLVD at LINDLEY AVE,2355,manual,LINDLEY.ROSCOE.170328-NDSMAN.PDF,13317.0,115751.0,37737.0,34.22085763,-118.5273446,LINDLEY AVE,ROSCOE BLVD,1.0,1.0,209.0,1,985.8376804999999,2123.4766640000003
856,9940,26,37927,ENCINO AVE at SATICOY ST,2362,manual,37927_ENCINO.SATICOY10.PDF,24691.0,133304.0,37927.0,34.20840471,-118.5142298,ENCINO AVE,SATICOY ST,0.0,0.0,,0,118.3723517,1418.134134
857,9978,294,38220,SATICOY ST at BALBOA BLVD,2376,manual,BALBOA.SATICOY.171128-NDSMAN.PDF,34079.0,147533.0,38220.0,34.20842134,-118.5011316,BALBOA BLVD,SATICOY ST,1.0,2.0,76.0,0,293.0209837,1578.5047880000002
858,10009,80,38632,RINALDI ST at BALBOA BLVD,2386,manual,38632_BALBOA.RINALDI09.PDF,8909.0,109034.0,38632.0,34.27928364,-118.5021343,BALBOA BLVD,RINALDI ST,1.0,2.0,43.0,0,174.9975082,1138.736553
859,10013,0,38632,RINALDI ST at BALBOA BLVD,2386,manual,BALBOA.RINALDI.EBTHRUANDRIGHT.150527-MAN.PDF,8909.0,109034.0,38632.0,34.27928364,-118.5021343,BALBOA BLVD,RINALDI ST,1.0,2.0,43.0,0,174.9975082,1138.736553
860,10022,25,38752,ETIWANDA AVE at SAN FERNANDO MISSION BLVD,2389,manual,SANFERNANDOMISSION.ETIWANDA.140205-MAN.PDF,6581.0,105539.0,38752.0,34.27177374,-118.53169679999999,ETIWANDA AVE,SAN FERNANDO MISSION BLVD,0.0,0.0,,0,75.69499886,661.2614426
861,10027,10,38809,RESEDA BLVD at SAN FERNANDO MISSION BLVD,2391,manual,RESEDA.SANFERNANDOMISSION.171129-NDSMAN.PDF,20437.0,126599.0,38809.0,34.27177486,-118.53610479999999,RESEDA BLVD,SAN FERNANDO MISSION BLVD,1.0,0.0,,0,115.5075199,543.1917182999999
862,10049,56,38917,RESEDA BLVD at CHATSWORTH ST,2396,manual,RESEDA.CHATSWORTH.160608-NDSMAN.PDF,22383.0,129730.0,38917.0,34.26451982,-118.536098,CHATSWORTH ST,RESEDA BLVD,1.0,0.0,,1,367.529935,937.2926787
863,10050,0,38917,RESEDA BLVD at CHATSWORTH ST,2396,manual,CHARES06 (2).PDF,22383.0,129730.0,38917.0,34.26451982,-118.536098,CHATSWORTH ST,RESEDA BLVD,1.0,0.0,,1,367.529935,937.2926787
864,10065,0,38924,CHATSWORTH ST at ZELZAH AVE,2397,manual,CHAZEL05.PDF,8670.0,108712.0,38924.0,34.26490473,-118.52339109999998,CHATSWORTH ST,ZELZAH AVE,1.0,0.0,,1,728.9087526000001,1650.6789449999999
865,10086,26,39115,RINALDI ST at RESEDA BLVD,2406,manual,39115_RESEDA.RINALDI10.PDF,11014.0,112247.0,39115.0,34.27602253,-118.53642140000001,RESEDA BLVD,RINALDI ST,1.0,0.0,,0,81.43117184,761.4270046
866,10104,20,39125,WILBUR AVE at RINALDI ST,2408,manual,WILBUR.RINALDI.171129-NDSMAN.PDF,22431.0,129789.0,39125.0,34.27548492,-118.5472486,RINALDI ST,WILBUR AVE,1.0,0.0,,0,143.89279380000002,992.8269052
867,10109,0,39145,ZELZAH AVE at SAN FERNANDO MISSION BLVD,2409,manual,SANZEL05.PDF,20217.0,126319.0,39145.0,34.27215735,-118.5234646,SAN FERNANDO MISSION BLVD,ZELZAH AVE,1.0,0.0,,1,336.8933065,890.8079144
868,10167,268,39675,WHITE OAK AVE at VANOWEN ST,2429,manual,WHITEOAK.VANOWEN.171128-NDSMAN.PDF,24745.0,133374.0,39675.0,34.19386942,-118.5185757,VANOWEN ST,WHITE OAK AVE,1.0,3.0,291.0,1,184.9540082,1850.113263
869,10186,52,39715,DEVONSHIRE ST at HASKELL AVE,2431,manual,HASKELL.DEVONSHIRE.170525-WILTECMAN.PDF,11148.0,112417.0,39715.0,34.25734969,-118.4761182,DEVONSHIRE ST,HASKELL AVE,1.0,1.0,26.0,0,87.44791899,1337.125579
870,10220,49,40120,FOOTHILL BLVD at PIERCE ST,2446,manual,FOOTHILL.PIERCE.170316-NDSMAN.PDF,22598.0,130018.0,40120.0,34.27788952,-118.3986812,FOOTHILL BLVD,PIERCE ST,0.0,1.0,36.0,0,448.6870011,2201.5791
871,10222,466,40122,FOOTHILL BLVD at VAN NUYS BLVD,2447,manual,FOOTHILL.VANNUYS.110524-MAN.PDF,20409.0,126567.0,40122.0,34.28086894,-118.4018334,FOOTHILL BLVD,VAN NUYS BLVD,1.0,1.0,120.0,0,513.5988706,1787.2009890000002
872,10237,2062,40146,GLENOAKS BLVD at VAN NUYS BLVD,2450,manual,GLENOAKS.VANNUYS.110505-MAN.PDF,8821.0,109042.0,40146.0,34.27368565,-118.4116861,GLENOAKS BLVD,VAN NUYS BLVD,1.0,1.0,381.0,0,394.9801373,4138.742504
873,10254,2098,40162,VAN NUYS BLVD at SAN FERNANDO ROAD SOUTHWEST RDWY,2453,manual,SANFERNANDO.VANNUYS.110428-MAN.PDF,34164.0,147651.0,40162.0,34.26608076,-118.42211200000001,SAN FERNANDO ROAD SOUTHWEST RDWY,VAN NUYS BLVD,1.0,0.0,,0,400.5532208,2286.1780670000003
874,10291,83,40244,HERRICK AVE at ROXFORD ST,2460,manual,HERROX07.PDF,8933.0,109068.0,40244.0,34.31574108,-118.46668590000002,HERRICK AVE,ROXFORD ST,1.0,2.0,31.0,1,1107.070974,1069.0374539999998
875,10323,0,40465,SAN FERNANDO ROAD SOUTHWEST RDWY at SEPULVEDA BLVD,2471,manual,40465_SANFERNANDO.SEPULVEDA09.PDF,33961.0,147375.0,40465.0,34.31526232,-118.49115060000001,SAN FERNANDO ROAD SOUTHWEST RDWY,SEPULVEDA BLVD,0.0,0.0,,0,140.75717619999998,165.2494405
876,10372,155,40656,OSBORNE ST at FOOTHILL BLVD,2481,manual,40656_FOOTHILL.OSBORNE09.PDF,22679.0,130152.0,40656.0,34.27353576,-118.39379380000001,FOOTHILL BLVD,OSBORNE ST,1.0,1.0,20.0,0,78.6254559,1582.126692
877,10377,125,40752,DEVONSHIRE ST AT LARWIN AVE,2484,manual,DEVLAR07.PDF,27243.0,137132.0,40752.0,34.25774874,-118.6142269,DEVONSHIRE ST,LARWIN AVE,0.0,0.0,,0,88.2269057,544.5763595
878,10381,416,40758,DEVONSHIRE ST at HANNA AVE,2486,manual,HANNA.DEVONSHIRE.160608-NDSMAN.PDF,11298.0,112662.0,40758.0,34.25722613,-118.60781770000001,DEVONSHIRE ST,HANNA AVE,0.0,0.0,,1,301.63560110000003,1434.4017039999999
879,10384,237,40758,DEVONSHIRE ST at HANNA AVE,2486,manual,HANNA.DEVONSHIRE.170222-NDSMAN.PDF,11298.0,112662.0,40758.0,34.25722613,-118.60781770000001,DEVONSHIRE ST,HANNA AVE,0.0,0.0,,1,301.63560110000003,1434.4017039999999
880,10397,0,40759,DEVONSHIRE ST at TOPANGA CANYON BLVD,2487,manual,TOPANGACANYON.DEVONSHIRE.150408-WILMAN.PDF,15889.0,119688.0,40759.0,34.25722747,-118.60605359999998,DEVONSHIRE ST,TOPANGA CANYON BLVD,1.0,0.0,,1,305.36053480000004,1564.935674
